Car Make,Car Model,Year,Battery_Type,Price_USD,Country
VinFast,VF 8,2025,Zinc-air,68659.02,Italy
Zeekr,Zeekr 007,2017,Aluminum-ion,41905.05,Netherlands
Opel,Corsa-e,2016,Sodium-ion,75893.97,New Zealand
Jaguar,I-PACE,2024,Nickel-metal hydride,48146.85,France
GMC,Hummer EV Pickup,2022,Zinc-air,107535.32,Israel
Dacia,Bigster EV (upcoming),2022,Solid-state,67092.52,Malaysia
Renault,5 E-Tech,2017,Lithium-titanate,86246.77,Saudi Arabia
Geely,Geometry A,2016,Zinc-air,103713.46,UK
Fisker,Ocean,2025,Nickel-manganese-cobalt,33180.33,Netherlands
Audi,A6 e-tron (upcoming),2015,Nickel-metal hydride,105127.63,Malaysia
Polestar,Polestar 3,2017,Lithium-iron phosphate,38593.48,India
Mahindra,XUV400,2016,Lithium-sulfur,34805.09,Belgium
Ford,F-150 Lightning,2016,Lithium-iron phosphate,105164.29,India
Mahindra,XUV400,2025,Nickel-manganese-cobalt,70899.27,South Africa
Faraday Future,FF 91,2017,Lithium-titanate,133895.84,Argentina
Volvo,C40 Recharge,2022,Calcium-ion,76308.34,Indonesia
Canoo,MPDV,2019,Lithium-titanate,105056.91,USA
Pininfarina,Battista,2017,Calcium-ion,120083.26,Russia
Opel,Corsa-e,2019,Flow batteries,99063.36,Vietnam
Mazda,Mazda EV (upcoming models),2022,Lead-acid,71386.67,Singapore
Nissan,Leaf,2018,Flow batteries,96660.07,Sweden
Seat,Avenger,2020,Solid-state,117581.26,Thailand
Tesla,Model S,2016,Nickel-metal hydride,143897.8,South Africa
Citroen,?-C4,2021,Calcium-ion,124798.03,Saudi Arabia
Tesla,Model X,2025,Flow batteries,135204.97,Italy
BMW,i3,2018,Nickel-metal hydride,141663.41,South Korea
Great Wall Motors,ORA Lightning Cat,2023,Lithium-titanate,35854.51,Turkey
Mazda,MX-30,2019,Lithium-iron phosphate,70791.66,Switzerland
Rivian,R1S,2019,Nickel-manganese-cobalt,104935.85,France
Canoo,Pickup,2023,Lithium-sulfur,85510.76,France
Seat,Avenger,2021,Solid-state,125859.98,Canada
Jeep,Grand Cherokee 4xe (PHEV),2025,Lithium-iron phosphate,116330.06,Mexico
Jeep,Wagoneer S,2021,Sodium-ion,144222.64,Israel
Changan,Q05,2022,Sodium-ion,62122.16,Vietnam
Ford,E-Transit,2018,Nickel-metal hydride,76109.84,UAE
Dacia,Jogger Hybrid,2017,Sodium-ion,81176.29,USA
Great Wall Motors,ORA Good Cat,2015,Flow batteries,115802.95,New Zealand
Mazda,MX-30,2020,Nickel-metal hydride,123627.93,USA
Toyota,bZ4X,2018,Lithium-sulfur,145717.44,New Zealand
Skoda,Elroq (upcoming),2024,Flow batteries,82140.3,Thailand
Skoda,Enyaq Coupe,2023,Calcium-ion,103799.19,Sweden
Opel,Mokka-e,2024,Lithium-iron phosphate,99534.65,Spain
Mini,Mini Electric,2021,Lithium-ion,100409.26,Mexico
Ford,Explorer EV (Europe),2015,Lithium-ion,98618.47,Spain
Mazda,MX-30,2020,Nickel-manganese-cobalt,98454.6,Singapore
Acura,ZDX (with GM Ultium),2019,Flow batteries,54920.21,Italy
XPeng,X9,2020,Lithium-sulfur,89767.2,Czech Republic
Maserati,GranTurismo Folgore,2025,Lithium-ion,68355.55,Germany
Genesis,GV70 Electric,2015,Aluminum-ion,68432.19,Switzerland
BMW,iX3,2015,Zinc-air,83204.07,USA
Genesis,GV70 Electric,2020,Lithium-titanate,143199.02,Norway
Geely,Geometry C,2021,Solid-state,139942.8,Turkey
Audi,Q4 e-tron,2024,Lithium-sulfur,131616.5,Austria
Lamborghini,Revuelto (PHEV),2025,Magnesium-ion,54336.36,Finland
Mini,Mini Cooper SE,2024,Lithium-iron phosphate,120896.17,Thailand
XPeng,G6,2025,Lead-acid,58342.5,South Africa
Mercedes-Benz,G-Class Electric (upcoming),2021,Nickel-metal hydride,83262.39,Turkey
XPeng,G9,2017,Nickel-metal hydride,99693.62,Hungary
Ford,Explorer EV (Europe),2020,Zinc-air,130632.55,Argentina
Mazda,MX-30,2022,Solid-state,96172.33,Singapore
Faraday Future,FF 91,2023,Lead-acid,67004.38,Japan
Honda,Honda Prologue,2024,Lithium-titanate,136679.23,Australia
Lucid Motors,Lucid Air,2016,Solid-state,37656.94,Thailand
Genesis,GV80 Electric,2017,Nickel-metal hydride,55298.47,UAE
Lucid Motors,Lucid Air,2017,Magnesium-ion,80816.94,Singapore
Seat,Avenger,2022,Aluminum-ion,143524.45,Argentina
Mahindra,XUV400,2020,Flow batteries,69636.76,Portugal
MG,MG4 Electric,2025,Lithium-titanate,97387.72,Austria
Mahindra,XUV400,2021,Nickel-cobalt-aluminum,33515.82,Australia
Mercedes-Benz,EQS SUV,2024,Lead-acid,134552.1,Vietnam
VinFast,VF 8,2020,Magnesium-ion,93841.4,Australia
Ferrari,SF90 Stradale (PHEV),2022,Nickel-manganese-cobalt,131344.36,Hungary
Nissan,Leaf,2021,Nickel-metal hydride,111190.09,USA
Rivian,R1S,2018,Aluminum-ion,122613.44,Austria
Faraday Future,FF 91,2016,Nickel-metal hydride,134272.47,Brazil
Faraday Future,FF 91,2016,Lithium-titanate,53092.66,Brazil
Canoo,MPDV,2016,Zinc-air,138225.25,Brazil
Volkswagen,ID.6,2017,Lead-acid,83071.42,France
Renault,5 E-Tech,2021,Lithium-sulfur,60904.63,Turkey
Ferrari,SF90 Stradale (PHEV),2016,Zinc-air,58184.56,Ireland
Chevrolet,Volt (PHEV),2024,Calcium-ion,114467.86,Malaysia
Canoo,MPDV,2023,Lead-acid,40854.18,Sweden
Chevrolet,Bolt EUV,2023,Nickel-metal hydride,45901.75,Argentina
Jeep,Wrangler 4xe (PHEV),2019,Flow batteries,114869.76,Poland
Genesis,GV70 Electric,2025,Zinc-air,78960.03,Israel
Faraday Future,FF 91,2022,Lithium-iron phosphate,46950.55,UK
Kia,Niro EV,2021,Zinc-air,111527.69,New Zealand
Tesla,Model Y,2025,Lithium-sulfur,53579.61,Portugal
Faraday Future,FF 91,2023,Nickel-manganese-cobalt,67161.43,South Korea
Genesis,GV60,2019,Lithium-ion,112181.29,Brazil
MG,MG ZS EV,2015,Solid-state,38600.51,Hungary
Mercedes-Benz,EQE,2015,Solid-state,58325.51,UAE
Jaguar,I-PACE,2018,Nickel-cobalt-aluminum,114169.65,India
Great Wall Motors,ORA Good Cat,2015,Lithium-ion,116072.57,South Korea
VinFast,VF 6,2025,Flow batteries,56002.99,South Africa
Subaru,Solterra,2019,Aluminum-ion,77451.35,India
Geely,Emgrand EV,2025,Magnesium-ion,131574.88,Israel
Volvo,XC40 Recharge,2020,Sodium-ion,131528.08,New Zealand
NIO,ET7,2019,Lithium-sulfur,80911.55,Switzerland
Skoda,Enyaq Coupe,2017,Flow batteries,57211.71,Thailand
Nissan,Ariya,2021,Sodium-ion,138287.29,Switzerland
Volvo,EX90,2025,Zinc-air,112811.43,Brazil
Mini,Mini Aceman,2017,Nickel-manganese-cobalt,63619.15,Spain
Maserati,GranTurismo Folgore,2017,Nickel-metal hydride,53109.55,Saudi Arabia
Pininfarina,Battista,2023,Zinc-air,87247.72,Israel
Jaguar,I-PACE,2019,Lead-acid,72713.54,France
Mahindra,XUV400,2025,Magnesium-ion,59190.48,Denmark
Canoo,Lifestyle Vehicle,2021,Solid-state,139662.71,China
Jeep,Wrangler 4xe (PHEV),2021,Lead-acid,54861.78,USA
NIO,ES6,2018,Nickel-cobalt-aluminum,103670.43,Mexico
Polestar,Polestar 5 (upcoming),2025,Nickel-metal hydride,123182.99,Austria
Lamborghini,Revuelto (PHEV),2017,Nickel-manganese-cobalt,48495.26,Mexico
Peugeot,e-2008,2020,Lead-acid,134117.56,France
Maserati,GranTurismo Folgore,2018,Zinc-air,54949.1,UAE
Tesla,Model Y,2024,Nickel-cobalt-aluminum,104611.49,Israel
Volkswagen,ID.Buzz,2019,Aluminum-ion,85308.27,Denmark
GMC,Hummer EV SUV,2018,Aluminum-ion,44522.87,Austria
Mercedes-Benz,EQA,2016,Lithium-titanate,37359.71,Belgium
Kia,EV6,2019,Lithium-sulfur,148229.97,Netherlands
Geely,Geometry C,2020,Lithium-titanate,91770.46,China
Kia,EV6,2022,Sodium-ion,86094.97,Poland
Canoo,Lifestyle Vehicle,2021,Calcium-ion,53956.08,Hungary
Porsche,Macan EV,2022,Nickel-cobalt-aluminum,123044.13,Brazil
Canoo,MPDV,2018,Zinc-air,66665.25,Sweden
Li Auto,L8,2018,Magnesium-ion,60882.51,Argentina
Chevrolet,Equinox EV,2021,Magnesium-ion,59890.72,Norway
Toyota,bZ4X,2020,Calcium-ion,121094.19,South Africa
Ferrari,Roma PHEV,2024,Calcium-ion,102112.77,New Zealand
Tesla,Model S,2024,Magnesium-ion,143944.79,Portugal
Zeekr,Zeekr 007,2022,Zinc-air,79029.96,Australia
Hyundai,Ioniq 6,2024,Nickel-manganese-cobalt,55787.14,Spain
Fisker,Pear (upcoming),2021,Lithium-titanate,117356.56,Germany
Mazda,MX-30,2020,Zinc-air,147168.59,Hungary
Mahindra,Born Electric (upcoming range),2019,Lithium-ion,125448.57,China
Subaru,Solterra,2017,Sodium-ion,134555.19,Vietnam
Lotus,Evija,2019,Zinc-air,134180.69,India
Opel,Corsa-e,2017,Nickel-manganese-cobalt,126781.5,Switzerland
Mahindra,Born Electric (upcoming range),2020,Lead-acid,76474.95,Sweden
Mazda,MX-30,2025,Zinc-air,116247.7,France
Li Auto,L7,2022,Lithium-titanate,56380.9,Malaysia
NIO,ES6,2021,Nickel-manganese-cobalt,138207.46,Ireland
Mazda,MX-30,2019,Calcium-ion,131813,Australia
Li Auto,MEGA,2019,Lithium-ion,87602.22,Brazil
Rimac,Nevera,2018,Flow batteries,107201.97,Singapore
MG,MG4 Electric,2018,Lithium-titanate,147982.91,Mexico
Volkswagen,ID.6,2021,Lithium-ion,34418.3,Germany
Jeep,Wagoneer S,2021,Solid-state,149234.21,UAE
XPeng,P5,2016,Lithium-sulfur,41161.13,Indonesia
XPeng,P5,2023,Aluminum-ion,115441.78,Thailand
Dacia,Jogger Hybrid,2018,Lithium-titanate,52312.3,Czech Republic
Porsche,Macan EV,2016,Lithium-sulfur,93832.09,Japan
Honda,Honda Prologue,2023,Sodium-ion,129313.66,Denmark
Volvo,EX90,2025,Lithium-iron phosphate,141080.54,New Zealand
Skoda,Enyaq,2015,Nickel-metal hydride,143361.17,Hungary
Acura,ZDX (with GM Ultium),2016,Nickel-manganese-cobalt,126807.74,Singapore
NIO,ES8,2020,Magnesium-ion,71419.42,Norway
Maserati,Grecale Folgore,2023,Aluminum-ion,145262.08,Spain
Kia,EV6,2024,Nickel-manganese-cobalt,118260.66,Norway
Hyundai,Ioniq 6,2021,Solid-state,72763.02,South Korea
Geely,Geometry C,2023,Solid-state,136559.93,Argentina
Dacia,Bigster EV (upcoming),2018,Lithium-titanate,97003.41,Ireland
Ford,Mustang Mach-E,2021,Lithium-sulfur,146603.88,India
Renault,5 E-Tech,2017,Flow batteries,46967.44,Turkey
XPeng,G6,2025,Magnesium-ion,33657.24,Portugal
Volvo,C40 Recharge,2025,Magnesium-ion,121207.6,Australia
Lamborghini,Lanzador (upcoming EV),2024,Nickel-manganese-cobalt,142713.07,Finland
MG,MG ZS EV,2017,Aluminum-ion,75612.4,UAE
VinFast,VF 8,2019,Aluminum-ion,102838.46,Japan
Jeep,Wagoneer S,2021,Nickel-cobalt-aluminum,138069.61,Brazil
Geely,Emgrand EV,2021,Sodium-ion,76722.34,Indonesia
Faraday Future,FF 91,2023,Nickel-cobalt-aluminum,63251.3,Malaysia
Rivian,R1S,2016,Magnesium-ion,97214.34,Singapore
Renault,Megane E-Tech,2020,Lithium-iron phosphate,135924.6,Indonesia
Mini,Mini Aceman,2021,Nickel-manganese-cobalt,121096.7,South Africa
Mercedes-Benz,EQE SUV,2025,Flow batteries,49769.96,USA
Zeekr,Zeekr 009,2021,Lead-acid,79140.51,Turkey
Toyota,Lexus UX 300e,2019,Zinc-air,39521.93,Denmark
Acura,ZDX (with GM Ultium),2023,Lithium-titanate,40438.27,China
Rimac,Nevera,2025,Solid-state,70157.42,Finland
Jaguar,I-PACE,2022,Lead-acid,35978.45,Brazil
Citroen,Ami,2020,Zinc-air,63693.82,South Africa
Great Wall Motors,ORA Lightning Cat,2021,Lead-acid,113298.94,Turkey
Audi,Q4 e-tron,2018,Nickel-manganese-cobalt,119624.5,Brazil
Ford,Explorer EV (Europe),2015,Zinc-air,128963.45,Italy
Ferrari,SF90 Stradale (PHEV),2016,Zinc-air,118666.3,Sweden
Renault,5 E-Tech,2023,Lithium-iron phosphate,134970.22,Italy
BYD,Dolphin,2022,Flow batteries,97341.44,Germany
Cadillac,Optiq (upcoming),2016,Nickel-manganese-cobalt,111310.34,Poland
Kia,EV9,2019,Zinc-air,107291.13,Singapore
Great Wall Motors,ORA Good Cat,2020,Sodium-ion,115003.58,Poland
Faraday Future,FF 91,2017,Lithium-titanate,133031.49,Russia
Jeep,Recon (upcoming),2022,Solid-state,143969.6,Spain
Audi,Q4 e-tron,2023,Nickel-manganese-cobalt,90057.78,Spain
Kia,EV9,2023,Sodium-ion,109822.96,Belgium
Peugeot,e-3008,2022,Lithium-titanate,90190.21,Indonesia
Li Auto,L8,2018,Lithium-iron phosphate,66069.96,France
Renault,Kangoo E-Tech,2025,Zinc-air,44938.27,Hungary
Opel,Mokka-e,2015,Solid-state,39339.97,Finland
Changan,Q05,2025,Lithium-sulfur,51371.76,Hungary
Faraday Future,FF 91,2025,Lead-acid,111222.71,Denmark
Lotus,Evija,2021,Lithium-ion,94599.71,UK
Toyota,bZ4X,2015,Zinc-air,106230.35,Austria
Geely,Geometry A,2019,Lead-acid,139700.76,Austria
MG,MG4 Electric,2020,Nickel-metal hydride,117535.17,Israel
NIO,EC6,2024,Solid-state,125611.67,China
Jeep,Recon (upcoming),2025,Lead-acid,127201.44,Thailand
BYD,Seagull,2018,Nickel-metal hydride,140944.12,South Africa
Rivian,R1S,2022,Lithium-iron phosphate,54729.3,Saudi Arabia
Subaru,Solterra,2023,Magnesium-ion,61220.49,Italy
Toyota,bZ4X,2016,Solid-state,31370.15,Turkey
Ferrari,SF90 Stradale (PHEV),2021,Flow batteries,58468.6,India
Great Wall Motors,ORA Ballet Cat,2016,Flow batteries,35015.6,South Africa
Canoo,MPDV,2018,Lithium-ion,65684.76,Thailand
Chevrolet,Volt (PHEV),2025,Magnesium-ion,139406.73,Singapore
Subaru,Solterra,2020,Calcium-ion,44805.94,Argentina
Changan,SL03,2022,Lithium-sulfur,38038.16,Thailand
Jaguar,I-PACE,2024,Lithium-titanate,63161.33,Sweden
Citroen,Ami,2019,Lithium-iron phosphate,73450.53,Hungary
Opel,Grandland Electric,2020,Solid-state,138881.54,UK
MG,MG ES5,2024,Zinc-air,133478.74,France
Fisker,Pear (upcoming),2023,Nickel-manganese-cobalt,60437.9,India
Acura,ZDX (with GM Ultium),2018,Lithium-iron phosphate,96882.3,Thailand
Volvo,EX30,2020,Flow batteries,110195.57,UK
Honda,Honda e (discontinued),2021,Lithium-titanate,120591.61,Spain
Maserati,Grecale Folgore,2024,Lithium-sulfur,94968.16,India
Cadillac,Optiq (upcoming),2020,Calcium-ion,79626.79,France
Geely,Geometry C,2019,Flow batteries,91408.33,Australia
Skoda,Enyaq,2018,Zinc-air,75627.07,Brazil
Genesis,G80 Electric,2016,Lithium-iron phosphate,87162.94,Malaysia
Ferrari,Roma PHEV,2017,Nickel-cobalt-aluminum,126947.65,China
Volkswagen,ID.7,2024,Nickel-cobalt-aluminum,146020.29,Netherlands
Rivian,EDV (Electric Delivery Van),2024,Aluminum-ion,78136.27,Germany
Tesla,Model Y,2024,Sodium-ion,135594.57,Italy
VinFast,VF 9,2019,Lithium-sulfur,87465.18,Belgium
Mercedes-Benz,EQE SUV,2020,Lithium-sulfur,146931.18,Poland
Lamborghini,Lanzador (upcoming EV),2023,Nickel-cobalt-aluminum,100811.01,Netherlands
Dacia,Bigster EV (upcoming),2023,Nickel-cobalt-aluminum,123082.3,Italy
Lucid Motors,Lucid DreamDrive,2016,Lithium-sulfur,125664.43,Singapore
Zeekr,Zeekr 001,2018,Lithium-iron phosphate,32326.34,Japan
Skoda,Enyaq,2025,Magnesium-ion,73988.88,China
Toyota,Lexus RZ,2021,Nickel-metal hydride,72661.41,Singapore
Great Wall Motors,ORA Ballet Cat,2020,Lithium-sulfur,98743.79,Turkey
Dacia,Jogger Hybrid,2021,Lithium-ion,147338.79,Austria
MG,MG ZS EV,2024,Flow batteries,42822.89,Russia
Audi,A6 e-tron (upcoming),2017,Lithium-ion,116504.46,Belgium
Genesis,GV70 Electric,2022,Zinc-air,145759.98,Argentina
Mazda,MX-30,2015,Aluminum-ion,133105.37,Poland
Mercedes-Benz,EQS SUV,2017,Sodium-ion,51338.07,Singapore
VinFast,VF 9,2022,Nickel-metal hydride,66685.99,Mexico
BYD,Dolphin,2016,Sodium-ion,92223.29,Japan
Maserati,Grecale Folgore,2025,Lithium-sulfur,105178.11,South Korea
Great Wall Motors,ORA Lightning Cat,2017,Lithium-sulfur,146280.66,Italy
VinFast,VFe34 (discontinued),2018,Lithium-ion,105543.49,France
Porsche,Macan EV,2021,Lithium-sulfur,69391.06,USA
Pininfarina,Battista,2022,Magnesium-ion,145539.26,Hungary
Polestar,Polestar 2,2017,Nickel-metal hydride,85796.8,Belgium
Ferrari,SF90 Stradale (PHEV),2025,Lithium-ion,133759.83,Poland
Honda,Honda e (discontinued),2015,Lithium-titanate,104309.18,Sweden
Volvo,C40 Recharge,2019,Lithium-iron phosphate,132440.6,Israel
Changan,SL03,2018,Calcium-ion,59552.8,Austria
Volvo,EX90,2019,Solid-state,142008.56,Singapore
Fisker,Ocean,2020,Aluminum-ion,45848.28,Germany
Faraday Future,FF 91,2025,Lithium-titanate,128138.36,Poland
Canoo,Pickup,2016,Nickel-metal hydride,122483.37,Israel
Dacia,Jogger Hybrid,2019,Zinc-air,134938.34,Mexico
Porsche,Macan EV,2019,Nickel-cobalt-aluminum,79262.08,China
Rimac,Nevera,2015,Calcium-ion,67519.3,Sweden
Genesis,G80 Electric,2024,Nickel-manganese-cobalt,55892.63,Germany
Hyundai,Ioniq 6,2021,Lithium-titanate,88271.06,South Africa
Jaguar,I-PACE,2018,Lead-acid,118063.09,South Africa
Chevrolet,Equinox EV,2021,Sodium-ion,51131.67,USA
Skoda,Elroq (upcoming),2019,Nickel-manganese-cobalt,80397,Australia
Opel,Mokka-e,2024,Nickel-manganese-cobalt,60636.39,Ireland
Honda,Honda e (discontinued),2015,Nickel-cobalt-aluminum,38205.37,Mexico
Mini,Mini Aceman,2020,Calcium-ion,40728.58,Malaysia
Fisker,Pear (upcoming),2020,Magnesium-ion,87853.32,Germany
VinFast,VF 7,2021,Solid-state,31513.83,Sweden
Nissan,Leaf,2020,Lithium-sulfur,100337.9,Switzerland
Volkswagen,ID.5,2021,Solid-state,122632.69,South Africa
Volvo,EX30,2017,Zinc-air,89006.23,Portugal
Toyota,Lexus RZ,2021,Nickel-metal hydride,92624.27,India
Tesla,Model 3,2017,Lithium-iron phosphate,75869,Malaysia
Ferrari,Ferrari EV (2025+),2015,Calcium-ion,90820.92,Mexico
Porsche,Macan EV,2024,Nickel-metal hydride,88309.7,Japan
XPeng,X9,2020,Calcium-ion,48635.13,Netherlands
Lucid Motors,Lucid DreamDrive,2016,Lithium-iron phosphate,74038.95,China
Skoda,Enyaq Coupe,2025,Zinc-air,102513.93,Singapore
Peugeot,e-208,2016,Calcium-ion,131639.87,Ireland
Opel,Corsa-e,2019,Solid-state,41188.36,China
Tesla,Model X,2016,Lithium-titanate,83392.11,USA
Toyota,bZ4X,2021,Nickel-manganese-cobalt,38305.08,France
Citroen,?-C4,2022,Sodium-ion,84599.27,Germany
Tesla,Cybertruck,2018,Lithium-iron phosphate,146360.46,Czech Republic
NIO,ET5,2018,Nickel-metal hydride,142836.38,UAE
Chevrolet,Bolt EV,2015,Lead-acid,124416.65,Hungary
Mazda,Mazda EV (upcoming models),2022,Zinc-air,106337.96,South Africa
Polestar,Polestar 5 (upcoming),2016,Lithium-ion,30471.45,Malaysia
Faraday Future,FF 91,2015,Nickel-manganese-cobalt,98848.13,Vietnam
Mazda,Mazda EV (upcoming models),2016,Magnesium-ion,57293.95,South Africa
Volvo,XC40 Recharge,2022,Magnesium-ion,73223.17,South Korea
Rivian,EDV (Electric Delivery Van),2021,Lithium-titanate,84763.44,Australia
MG,MG ES5,2017,Aluminum-ion,75133.9,Belgium
Mini,Mini Electric,2019,Lithium-titanate,54090.98,New Zealand
BYD,Atto 3,2025,Solid-state,45035.45,Canada
Lucid Motors,Lucid Gravity,2019,Nickel-cobalt-aluminum,142640.58,Hungary
Mini,Mini Electric,2022,Lithium-titanate,119683.58,Argentina
Porsche,Cayenne Electric (upcoming),2015,Lithium-ion,119981.51,Hungary
VinFast,VF 8,2024,Flow batteries,30144.88,UAE
GMC,Hummer EV Pickup,2025,Flow batteries,53597.06,China
Polestar,Polestar 5 (upcoming),2020,Sodium-ion,38618.6,UAE
XPeng,G9,2016,Nickel-manganese-cobalt,48664.88,Spain
Rimac,Nevera,2021,Calcium-ion,47681.03,Singapore
VinFast,VFe34 (discontinued),2017,Aluminum-ion,139381.12,India
Mercedes-Benz,EQE,2020,Nickel-metal hydride,112055.3,Belgium
MG,MG ZS EV,2016,Solid-state,81130.28,Ireland
Seat,Avenger,2024,Flow batteries,139181.55,Netherlands
Kia,Niro EV,2015,Lithium-titanate,86155.45,Indonesia
Lucid Motors,Lucid Gravity,2023,Lithium-sulfur,68336.99,Finland
Cadillac,Celestiq,2022,Calcium-ion,145400.46,Sweden
Skoda,Enyaq,2021,Aluminum-ion,72617.56,Australia
Mercedes-Benz,EQB,2018,Lithium-ion,144748.88,Turkey
MG,MG ES5,2018,Aluminum-ion,86604.38,South Africa
Citroen,?-Spacetourer,2023,Sodium-ion,37686.41,Germany
Skoda,Elroq (upcoming),2017,Nickel-manganese-cobalt,69149.66,Finland
BYD,Han EV,2015,Lead-acid,45458.56,Switzerland
Volkswagen,ID.4,2020,Lithium-ion,138529.75,Portugal
Jaguar,I-PACE,2024,Nickel-metal hydride,43422.87,Thailand
Great Wall Motors,ORA Ballet Cat,2025,Lithium-sulfur,63413.78,China
Nissan,Ariya,2019,Magnesium-ion,117464.18,Russia
Tesla,Cybertruck,2017,Lithium-sulfur,32179.01,Indonesia
Mercedes-Benz,EQE SUV,2020,Nickel-metal hydride,125182,South Korea
Fisker,Pear (upcoming),2015,Lithium-titanate,50922.82,Denmark
Canoo,Pickup,2020,Lead-acid,114494.92,Saudi Arabia
Nissan,Leaf,2015,Lithium-sulfur,101161.07,Saudi Arabia
Seat,Avenger,2019,Flow batteries,118374.27,Singapore
Lucid Motors,Lucid Gravity,2024,Magnesium-ion,86128.31,Malaysia
Lamborghini,Lanzador (upcoming EV),2023,Zinc-air,43083.57,Netherlands
Tesla,Cybertruck,2018,Lithium-sulfur,90910.48,South Africa
Kia,Soul EV,2018,Lithium-titanate,133236,Italy
Rivian,EDV (Electric Delivery Van),2025,Nickel-manganese-cobalt,47464.06,UAE
Ferrari,Roma PHEV,2021,Lithium-titanate,86431.68,Israel
Rimac,Nevera,2025,Aluminum-ion,131999.88,Malaysia
Genesis,GV70 Electric,2019,Magnesium-ion,33719.11,Spain
Acura,ZDX (with GM Ultium),2022,Magnesium-ion,132608.64,Turkey
Great Wall Motors,ORA Ballet Cat,2019,Calcium-ion,144629.42,South Korea
Kia,Niro EV,2020,Flow batteries,94152.18,Israel
Polestar,Polestar 3,2021,Zinc-air,69963.68,Japan
Lucid Motors,Lucid Air,2022,Lithium-iron phosphate,64169.22,Sweden
Great Wall Motors,ORA Lightning Cat,2016,Lithium-sulfur,100219.21,Brazil
Chevrolet,Silverado EV,2016,Nickel-manganese-cobalt,61856.27,Argentina
Ferrari,SF90 Stradale (PHEV),2025,Zinc-air,117890.29,USA
Ford,F-150 Lightning,2025,Lithium-titanate,80309.56,Brazil
Pininfarina,Battista,2017,Nickel-cobalt-aluminum,89810.28,Saudi Arabia
Li Auto,L8,2024,Lithium-titanate,92345.83,Belgium
Nissan,Leaf,2025,Nickel-metal hydride,70459.04,Thailand
Renault,Megane E-Tech,2020,Flow batteries,131801.21,Poland
Porsche,Taycan,2023,Flow batteries,106223.17,China
Jaguar,I-PACE,2020,Lithium-iron phosphate,80148.36,UAE
Toyota,bZ4X,2022,Magnesium-ion,94976.85,Netherlands
Peugeot,e-208,2016,Nickel-metal hydride,61042.35,Indonesia
Tesla,Cybertruck,2021,Calcium-ion,144096.94,Sweden
Rivian,R1S,2023,Nickel-manganese-cobalt,94361.13,Malaysia
Changan,Deepal S07,2015,Nickel-cobalt-aluminum,48378.38,Sweden
Renault,Megane E-Tech,2025,Magnesium-ion,70992.01,China
MG,MG ZS EV,2018,Solid-state,149934.83,Argentina
Volkswagen,ID.7,2025,Sodium-ion,77869.15,UK
Lotus,Emeya,2015,Aluminum-ion,123533.34,Thailand
Kia,Soul EV,2022,Calcium-ion,147005.03,Argentina
Hyundai,Kona Electric,2020,Solid-state,86277.82,France
Ford,E-Transit,2025,Lithium-sulfur,104132.83,UK
VinFast,VFe34 (discontinued),2022,Lithium-sulfur,134178.73,Hungary
Ford,Explorer EV (Europe),2025,Flow batteries,49891.62,UK
VinFast,VF 8,2016,Aluminum-ion,123717.2,Austria
NIO,ET7,2025,Aluminum-ion,68427.68,UK
GMC,Hummer EV SUV,2023,Lead-acid,55372.67,Mexico
Honda,Honda Prologue,2020,Lithium-ion,61012.45,Belgium
BMW,iX3,2023,Sodium-ion,60034.24,Vietnam
Canoo,Lifestyle Vehicle,2016,Lithium-iron phosphate,109921.01,Australia
Ford,F-150 Lightning,2025,Calcium-ion,143792.52,Italy
Great Wall Motors,ORA Ballet Cat,2016,Lithium-titanate,126523.85,Spain
Jeep,Grand Cherokee 4xe (PHEV),2022,Solid-state,148400,UK
Fisker,Ocean,2024,Calcium-ion,130671.1,Turkey
Pininfarina,Battista,2019,Sodium-ion,145977.14,Portugal
Rivian,R1S,2015,Lithium-titanate,84441.41,China
Nissan,Leaf,2017,Calcium-ion,87422.04,Vietnam
Lamborghini,Lanzador (upcoming EV),2017,Lithium-titanate,37452.3,Australia
Volvo,XC40 Recharge,2021,Lithium-ion,65941.09,South Korea
Maserati,GranTurismo Folgore,2025,Flow batteries,72257.27,China
Tesla,Model Y,2023,Calcium-ion,125753.56,Indonesia
MG,MG ES5,2021,Lithium-iron phosphate,141611.08,UAE
Lotus,Evija,2023,Nickel-cobalt-aluminum,103614.33,Israel
Seat,Avenger,2022,Aluminum-ion,110381.86,Netherlands
Peugeot,e-2008,2015,Lithium-iron phosphate,147619.53,Malaysia
Mini,Mini Cooper SE,2017,Nickel-manganese-cobalt,116685.03,USA
Peugeot,e-208,2021,Nickel-metal hydride,105995.44,Argentina
Mahindra,XUV400,2015,Lithium-sulfur,86377.95,Italy
Fisker,Pear (upcoming),2015,Lithium-sulfur,117218.51,Mexico
VinFast,VF 9,2022,Flow batteries,146527.92,China
Changan,SL03,2023,Nickel-cobalt-aluminum,31219.1,Turkey
Porsche,Macan EV,2024,Calcium-ion,102274.52,Saudi Arabia
Polestar,Polestar 4,2020,Zinc-air,80609.5,Russia
Dacia,Jogger Hybrid,2018,Calcium-ion,58958.87,Russia
Zeekr,Zeekr 001,2020,Aluminum-ion,110839.03,Argentina
Changan,SL03,2017,Flow batteries,85296.88,India
Mazda,Mazda EV (upcoming models),2022,Sodium-ion,33050.17,Hungary
Jaguar,I-PACE,2023,Sodium-ion,97098.09,Brazil
Faraday Future,FF 91,2022,Aluminum-ion,38916.71,Hungary
